Num_Acc,inverse_data,week_day,state,severity,weather,location,hrmn,lum,vehicle_type,vehicle_model,engine_size,driver_sex,driver_age,car_age,casualty_severity,casualty_age,casualty_sex,social_class,casualty_type,pedestrian_or_passenger,cause
AID0946,15-03-2023,M,RJ,Moderate,Fog,Loc86,2043,Night,Bus,Model50,1833,M,65,14,Serious,79,M,Middle,Car Passenger,Passenger,Driver Impairment
AID0947,16-11-2023,S,KL,Moderate,Snow,Loc21,1056,Night,Motorcycle,Model17,1416,F,26,18,Serious,37,M,Working,Pedestrian,Passenger,Driver Impairment
AID0948,03-07-2022,T,WB,Minor,Rain,Loc116,323,Twilight,Motorcycle,Model29,1574,F,31,3,Fatal,77,M,Upper,Cyclist,Passenger,Driver Impairment
AID0949,15-08-2023,T,MZ,Severe,Snow,Loc29,1210,Night,Bus,Model23,2865,M,42,1,Slight,47,F,Middle,Pedestrian,Pedestrian,Driver Impairment
AID0950,18-05-2022,F,PB,Moderate,Rain,Loc162,1423,Daylight,Car,Model34,1838,F,52,14,Serious,60,M,Middle,Cyclist,Pedestrian,Driver Impairment
AID0951,10-01-2022,T,WB,Minor,Fog,Loc119,730,Daylight,Car,Model43,1995,M,67,3,Serious,2,F,Upper,Car Passenger,Passenger,Driver Impairment
AID0952,23-11-2022,F,SK,Severe,Clear,Loc138,947,Twilight,Motorcycle,Model17,2809,F,69,0,Slight,6,M,Middle,Cyclist,Passenger,Driver Impairment
AID0953,30-05-2022,S,MP,Severe,Fog,Loc10,1635,Daylight,Car,Model35,1929,M,62,19,Slight,20,M,Working,Car Passenger,Pedestrian,Driver Impairment
AID0954,09-07-2022,T,MZ,Severe,Fog,Loc12,2122,Night,Truck,Model34,2923,M,51,11,Fatal,66,M,Middle,Car Passenger,Pedestrian,Driver Impairment
AID0955,07-02-2022,T,KL,Severe,Storm,Loc127,1249,Twilight,Motorcycle,Model35,2459,M,42,16,Slight,26,F,Upper,Car Passenger,Pedestrian,Driver Impairment
AID0956,08-09-2023,T,MN,Minor,Rain,Loc187,1507,Night,Bus,Model25,1661,M,51,14,Serious,13,M,Middle,Cyclist,Passenger,Driver Impairment
AID0957,19-12-2022,F,AS,Severe,Clear,Loc142,1643,Twilight,Motorcycle,Model25,1431,F,33,15,Serious,62,M,Middle,Car Passenger,Passenger,Driver Impairment
AID0958,31-03-2022,M,WB,Moderate,Storm,Loc5,826,Night,Car,Model48,1733,M,35,7,Slight,80,M,Upper,Car Passenger,Pedestrian,Driver Impairment
AID0959,01-07-2022,M,AS,Severe,Snow,Loc192,1604,Night,Motorcycle,Model13,1037,F,40,10,Fatal,56,F,Middle,Cyclist,Pedestrian,Driver Impairment
AID0960,11-04-2022,T,HR,Minor,Rain,Loc81,1340,Twilight,Truck,Model43,2329,M,44,4,Serious,31,F,Upper,Motorcyclist,Pedestrian,Driver Impairment
AID0961,18-08-2023,T,ML,Severe,Clear,Loc13,1315,Daylight,Car,Model11,1467,M,55,8,Fatal,18,M,Working,Car Passenger,Passenger,Driver Impairment
AID0962,04-02-2022,M,AS,Moderate,Snow,Loc58,1112,Night,Motorcycle,Model32,2993,F,24,10,Fatal,10,M,Working,Pedestrian,Pedestrian,Driver Impairment
AID0963,15-04-2023,T,KA,Minor,Fog,Loc45,2100,Twilight,Car,Model44,1825,M,44,4,Serious,57,M,Upper,Motorcyclist,Pedestrian,Driver Impairment
AID0964,11-03-2022,S,UP,Severe,Clear,Loc8,1607,Night,Motorcycle,Model36,1137,F,54,10,Slight,25,F,Upper,Cyclist,Passenger,Driver Impairment
AID0965,03-03-2022,S,TN,Minor,Clear,Loc98,1037,Night,Motorcycle,Model13,1891,M,27,0,Slight,48,M,Upper,Cyclist,Pedestrian,Driver Impairment
AID0966,19-08-2022,M,ML,Moderate,Clear,Loc172,236,Daylight,Bus,Model31,2386,M,52,17,Serious,36,F,Upper,Cyclist,Pedestrian,Driver Impairment
AID0967,26-03-2022,S,MH,Severe,Fog,Loc171,1937,Night,Car,Model35,2131,F,62,7,Slight,55,F,Working,Pedestrian,Pedestrian,Driver Impairment
AID0968,17-03-2022,M,AP,Minor,Fog,Loc57,31,Night,Truck,Model7,2488,F,59,3,Slight,74,M,Middle,Motorcyclist,Passenger,Driver Impairment
AID0969,15-10-2023,S,HP,Severe,Clear,Loc141,2246,Night,Motorcycle,Model3,1117,M,53,16,Slight,54,F,Working,Car Passenger,Passenger,Overspeeding
AID0970,18-06-2023,S,KL,Moderate,Fog,Loc156,855,Twilight,Bus,Model38,948,F,64,2,Fatal,75,M,Middle,Pedestrian,Pedestrian,Overspeeding
AID0971,02-08-2022,T,UP,Moderate,Rain,Loc174,1029,Night,Car,Model23,1381,F,37,2,Serious,29,M,Middle,Car Passenger,Pedestrian,Overspeeding
AID0972,26-10-2022,M,GJ,Minor,Fog,Loc85,7,Night,Truck,Model34,1178,F,56,13,Slight,34,F,Working,Cyclist,Passenger,Overspeeding
AID0973,19-03-2023,W,AR,Minor,Rain,Loc72,709,Daylight,Motorcycle,Model40,1694,M,53,17,Serious,45,F,Middle,Motorcyclist,Passenger,Overspeeding
AID0974,13-08-2023,S,TN,Severe,Rain,Loc76,54,Night,Bus,Model13,2997,F,43,13,Serious,56,M,Working,Pedestrian,Pedestrian,Overspeeding
AID0975,08-05-2022,W,UK,Severe,Clear,Loc156,640,Twilight,Bus,Model37,1037,F,68,12,Serious,38,F,Upper,Cyclist,Passenger,Overspeeding
AID0976,05-08-2022,F,KA,Minor,Storm,Loc26,350,Night,Truck,Model32,1889,M,34,3,Fatal,30,M,Working,Motorcyclist,Pedestrian,Overspeeding
AID0977,08-02-2022,W,JH,Moderate,Storm,Loc107,445,Night,Truck,Model15,983,F,20,20,Serious,5,M,Upper,Cyclist,Passenger,Overspeeding
AID0978,19-03-2022,T,HP,Moderate,Snow,Loc140,627,Daylight,Bus,Model14,863,F,60,18,Slight,43,F,Middle,Cyclist,Passenger,Overspeeding
AID0979,29-04-2023,F,UK,Minor,Snow,Loc57,2022,Night,Car,Model20,1068,M,38,10,Slight,72,M,Middle,Cyclist,Passenger,Overspeeding
AID0980,10-04-2023,S,GJ,Moderate,Rain,Loc126,237,Twilight,Truck,Model39,1677,M,38,15,Serious,46,M,Middle,Motorcyclist,Pedestrian,Overspeeding
AID0981,04-05-2022,F,AS,Severe,Storm,Loc172,142,Night,Motorcycle,Model25,1891,F,31,16,Fatal,41,M,Upper,Car Passenger,Pedestrian,Overspeeding
AID0982,16-04-2023,T,GJ,Minor,Rain,Loc198,814,Twilight,Truck,Model7,1929,F,44,8,Slight,22,F,Middle,Car Passenger,Passenger,Overspeeding
AID0983,10-05-2023,T,MN,Minor,Clear,Loc62,1127,Daylight,Bus,Model25,1021,M,69,17,Fatal,36,F,Middle,Pedestrian,Passenger,Overspeeding
AID0984,03-09-2023,S,WB,Moderate,Snow,Loc125,933,Twilight,Motorcycle,Model44,1977,M,23,8,Serious,32,F,Middle,Car Passenger,Pedestrian,Overspeeding
AID0985,25-11-2022,S,HR,Severe,Clear,Loc180,2151,Twilight,Truck,Model2,1307,F,30,4,Serious,70,F,Working,Pedestrian,Passenger,Overspeeding
AID0986,03-04-2022,T,RJ,Severe,Rain,Loc179,919,Night,Motorcycle,Model21,2355,M,38,10,Slight,7,M,Working,Pedestrian,Passenger,Overspeeding
AID0987,04-09-2023,S,WB,Minor,Fog,Loc120,920,Twilight,Truck,Model37,1433,M,26,0,Serious,40,M,Upper,Cyclist,Pedestrian,Overspeeding
AID0988,05-10-2022,M,AR,Severe,Fog,Loc89,6,Night,Truck,Model16,2529,M,47,8,Serious,9,F,Middle,Pedestrian,Pedestrian,Overspeeding
AID0989,09-03-2022,S,RJ,Moderate,Snow,Loc128,1634,Night,Motorcycle,Model4,1730,F,30,9,Fatal,33,M,Upper,Car Passenger,Pedestrian,Overspeeding
AID0990,08-03-2023,S,TN,Severe,Clear,Loc22,1014,Twilight,Bus,Model22,1155,F,44,2,Slight,37,F,Middle,Cyclist,Pedestrian,Overspeeding
AID0991,09-10-2023,T,SK,Minor,Fog,Loc63,447,Daylight,Motorcycle,Model32,1621,F,70,17,Serious,70,F,Working,Car Passenger,Passenger,Overspeeding
AID0992,05-12-2022,T,KL,Severe,Rain,Loc99,410,Twilight,Car,Model8,1237,F,55,2,Fatal,31,F,Upper,Motorcyclist,Pedestrian,Overspeeding
AID0993,22-09-2022,S,TR,Severe,Fog,Loc105,1940,Night,Truck,Model29,1838,M,20,16,Fatal,64,F,Upper,Pedestrian,Passenger,Overspeeding
AID0994,31-03-2023,T,AR,Severe,Rain,Loc101,1333,Daylight,Truck,Model22,2677,F,39,19,Serious,36,F,Upper,Cyclist,Passenger,Overspeeding
AID0995,02-06-2022,T,ML,Moderate,Snow,Loc69,1208,Twilight,Truck,Model5,2670,M,18,8,Fatal,64,M,Middle,Pedestrian,Passenger,Overspeeding
AID0996,27-07-2022,T,ML,Minor,Rain,Loc115,849,Daylight,Motorcycle,Model15,1890,M,57,19,Slight,71,F,Working,Cyclist,Passenger,Overspeeding
AID0997,31-07-2022,T,MZ,Severe,Clear,Loc52,417,Night,Car,Model9,1459,F,42,7,Serious,69,F,Middle,Pedestrian,Passenger,Overspeeding
AID0998,05-06-2023,S,UP,Moderate,Snow,Loc153,734,Twilight,Truck,Model45,1285,M,50,8,Fatal,4,M,Working,Cyclist,Passenger,Overspeeding
AID0999,20-12-2023,T,BR,Minor,Fog,Loc125,1622,Twilight,Car,Model46,1282,M,63,0,Slight,66,M,Upper,Pedestrian,Pedestrian,Overspeeding
AID1000,23-04-2022,W,SK,Severe,Fog,Loc19,1519,Twilight,Bus,Model38,2620,M,41,7,Slight,74,F,Middle,Pedestrian,Passenger,Overspeeding
